store_id,week_of_year,weekly_spend,ranking_score_weekly
90171323,4,711.43,0.8295
90171323,5,202.03,0.7907
90171323,6,101.47,0.7649
90171323,7,331.45,0.8306
90171323,8,404.57,0.8457
30107614,1,125.29,0.7745
30107614,2,81.37,0.6362
30107614,3,316.93,0.8093
30107614,4,248.28,0.7702
30107614,5,59.98,0.6474
30107614,6,64.93,0.6954
30107614,7,80.29,0.625
30107614,8,306.58,0.7865
90410196,1,305.18,0.4081
90410196,2,183.14,0.3289
90410196,3,304.13,0.411
90410196,4,376.68,0.4018
90410196,5,98.57,0.3665
90410196,6,210.48,0.3372
90410196,7,173.95,0.3266
90410196,8,375.41,0.3342
20438281,1,84.11,0.7069
20438281,2,206.67,0.6337
20438281,3,250.69,0.7519
20438281,4,48.56,0.5213
20438281,5,99.37,0.6825
20438281,6,292.99,0.6731
20438281,7,325.26,0.634
20438281,8,81.99,0.6232
56697251,1,1488.59,0.8916
56697251,2,266.09,0.8797
56697251,3,891.2,0.7876
56697251,4,167.02,0.8789
56697251,5,569.42,0.7915
56697251,6,559.13,0.8582
56697251,7,606.58,0.7791
56697251,8,2180.48,0.8917
52259076,1,149.8,0.5817
52259076,2,87.08,0.559
52259076,3,76.41,0.5353
52259076,4,84.9,0.4874
52259076,5,528.91,0.6641
52259076,6,207.66,0.4861
52259076,7,123.11,0.5613
52259076,8,205.88,0.49
38433614,1,364.47,0.8521
38433614,2,187.6,0.6862
38433614,3,150.25,0.7411
38433614,4,463.62,0.6711
38433614,5,214.6,0.8421
38433614,6,288.55,0.8252
38433614,7,98.79,0.6982
38433614,8,730.99,0.8193
11990275,1,127.16,0.54
11990275,2,124.88,0.5871
11990275,3,1548.93,0.7655
11990275,4,174.08,0.4384
11990275,5,88.0,0.5717
11990275,6,134.73,0.505
11990275,7,402.7,0.6603
11990275,8,231.02,0.5458
79481118,1,170.28,0.7725
79481118,2,334.67,0.8159
79481118,3,1023.49,0.8424
79481118,4,541.14,0.762
79481118,5,360.24,0.7653
79481118,6,331.12,0.8231
79481118,7,264.5,0.8796
79481118,8,647.82,0.8563
40202528,1,1449.02,0.8633
40202528,2,1122.3,0.8607
40202528,3,319.14,0.8167
40202528,4,1026.64,0.8458
40202528,5,330.07,0.7954
40202528,6,408.02,0.8292
40202528,7,4297.59,0.9095
40202528,8,285.6,0.7435
69549513,1,99.33,0.5747
69549513,2,245.54,0.5939
69549513,3,665.06,0.6863
69549513,4,169.36,0.6016
69549513,5,326.85,0.6703
69549513,6,241.82,0.6331
69549513,7,118.79,0.5865
69549513,8,329.55,0.6861
46919792,1,32.78,0.8577
46919792,2,10.55,0.8467
46919792,3,117.73,0.8039
46919792,4,44.7,0.7727
46919792,5,42.12,0.7958
46919792,6,37.93,0.7819
46919792,7,49.57,0.8057
46919792,8,199.88,0.8098
43629195,1,221.69,0.4619
43629195,2,106.53,0.3968
43629195,3,147.19,0.4764
43629195,4,649.23,0.4809
43629195,5,225.74,0.4161
43629195,6,271.64,0.525
43629195,7,241.24,0.4742
43629195,8,830.62,0.5963
89766631,1,140.58,0.6741
89766631,2,166.63,0.7336
89766631,3,52.13,0.6773
89766631,4,117.46,0.7096
89766631,5,217.64,0.7342
89766631,6,104.11,0.7098
89766631,7,71.88,0.6134
89766631,8,15.89,
76295561,1,155.9,0.6898
76295561,2,79.04,0.7838
76295561,3,61.64,0.7765
76295561,4,83.81,0.7573
76295561,5,177.24,0.8044
76295561,6,127.84,0.7235
76295561,7,89.38,0.7797
76295561,8,61.98,0.7473
77211064,1,162.59,0.3511
77211064,2,52.18,0.3932
77211064,3,325.41,0.3466
77211064,4,221.01,0.4379
77211064,5,256.15,0.3759
77211064,6,94.17,0.3644
77211064,7,204.27,0.3877
77211064,8,154.67,0.3403
44199230,1,468.19,0.3826
44199230,2,370.54,0.4335
44199230,3,229.75,0.3942
44199230,4,213.94,0.3779
44199230,5,768.56,0.3775
44199230,6,1014.81,0.4222
44199230,7,194.92,0.3122
44199230,8,719.91,0.4297
33621446,1,90.11,0.7283
33621446,2,70.92,0.794
33621446,3,114.82,
33621446,4,213.91,0.7429
33621446,5,189.87,0.6814
33621446,6,73.45,0.738
33621446,7,273.72,
33621446,8,55.32,0.7226
10477636,1,119.53,0.7136
10477636,2,99.93,0.6003
10477636,3,61.09,0.6594
10477636,4,42.39,0.6326
10477636,5,57.58,0.7052
10477636,6,581.41,0.7552
10477636,7,168.17,0.6508
10477636,8,116.4,0.7381
94313182,1,134.86,0.5529
94313182,2,342.12,0.5366
94313182,3,121.79,0.5844
94313182,4,105.68,
94313182,5,354.76,0.5994
94313182,6,633.27,0.6678
94313182,7,375.31,0.6664
94313182,8,117.06,0.5601
95295830,1,268.25,0.7939
95295830,2,201.21,0.801
95295830,3,106.34,0.794
95295830,4,110.94,0.8077
95295830,5,310.3,0.8314
95295830,6,845.35,0.7255
95295830,7,317.83,
95295830,8,398.07,0.8593
31687351,1,234.49,0.818
31687351,2,312.33,0.768
31687351,3,347.27,0.8495
31687351,4,152.72,0.8331
31687351,5,188.99,0.8839
31687351,6,1714.62,0.8926
31687351,7,145.14,0.8615
31687351,8,324.68,0.8077
12871994,1,79.83,0.7638
12871994,2,29.18,0.6915
12871994,3,120.7,0.7502
12871994,4,208.85,0.7183
12871994,5,383.74,0.7539
12871994,6,22.24,0.6974
12871994,7,39.79,0.7075
12871994,8,79.29,0.722
21048213,1,156.7,0.7641
21048213,2,242.37,0.7837
21048213,3,63.18,0.6859
21048213,4,105.76,0.7079
21048213,5,49.19,0.7704
21048213,6,37.25,0.8002
21048213,7,131.22,0.7606
21048213,8,60.37,0.7866
16087857,1,153.91,0.7077
16087857,2,80.52,0.6119
16087857,3,116.07,0.6996
16087857,4,239.9,0.7568
16087857,5,132.2,0.701
16087857,6,223.26,0.6743
16087857,7,308.83,0.7339
16087857,8,159.72,0.6979
84800139,1,195.45,0.762
84800139,2,92.48,0.7599
84800139,3,128.18,0.7229
84800139,4,184.7,0.7954
84800139,5,243.67,0.7564
84800139,6,148.98,0.778
84800139,7,45.48,0.7626
84800139,8,63.88,0.6826
90272029,1,639.4,0.8266
90272029,2,246.94,0.708
90272029,3,46.5,0.6231
90272029,4,109.17,0.6041
90272029,5,172.53,0.6361
90272029,6,274.51,0.6118
90272029,7,163.81,0.6166
90272029,8,119.54,0.6525
23795588,1,104.42,
23795588,2,61.08,0.6983
23795588,3,84.88,0.6936
23795588,4,94.28,0.7094
23795588,5,63.07,0.7582
23795588,6,122.92,
23795588,7,103.18,0.6778
23795588,8,70.65,0.6989
77206550,1,108.27,0.5639
77206550,2,66.8,0.5458
77206550,3,576.07,0.7025
77206550,4,21.94,0.4709
77206550,5,137.88,0.6361
77206550,6,54.04,0.5955
77206550,7,136.3,0.5742
77206550,8,71.06,0.5685
26134147,1,656.35,0.7894
26134147,2,452.69,0.8792
26134147,3,596.89,0.8476
26134147,4,720.09,0.8256
26134147,5,544.08,0.8391
26134147,6,808.81,0.8215
26134147,7,322.95,0.8108
26134147,8,485.36,0.7939
43048809,1,860.61,0.5914
43048809,2,1335.81,0.5941
43048809,3,6000.0,0.5655
43048809,4,1461.92,0.5838
43048809,5,1349.29,0.6079
43048809,6,1653.39,0.6082
43048809,7,986.39,0.4726
43048809,8,2016.64,0.537
63944450,1,323.09,0.6641
63944450,2,1142.72,0.814
63944450,3,325.5,0.7692
63944450,4,455.43,0.7231
63944450,5,762.3,0.799
63944450,6,1179.5,0.7973
63944450,7,706.64,0.7642
63944450,8,1421.03,0.8105
74793410,1,815.1,0.5593
74793410,2,628.16,0.4865
74793410,3,756.27,0.5128
74793410,4,1019.96,0.5304
74793410,5,2098.32,0.5782
74793410,6,746.8,0.5181
74793410,7,2545.61,0.6242
74793410,8,1251.36,0.5277
88710582,1,40.02,0.7165
88710582,2,129.69,0.6744
88710582,3,63.65,0.6467
88710582,4,51.65,0.6844
88710582,5,76.2,
88710582,6,207.06,0.7585
88710582,7,142.12,0.6799
88710582,8,135.48,0.6866
14030635,1,1249.12,0.8913
14030635,2,1043.16,0.9099
14030635,3,378.22,0.8593
14030635,4,851.0,0.8255
14030635,5,589.03,0.7829
14030635,6,1468.93,0.8647
14030635,7,1071.75,0.8945
14030635,8,620.55,0.833
27679119,1,62.36,0.7907
27679119,2,133.08,0.7238
27679119,3,53.93,0.7004
27679119,4,87.34,0.693
27679119,5,113.28,
27679119,6,43.05,0.6964
27679119,7,37.55,0.7101
27679119,8,79.52,0.6341
35245775,1,88.43,0.7931
35245775,2,224.94,0.8499
35245775,3,530.52,0.7792
35245775,4,71.1,0.7251
35245775,5,119.54,0.8276
35245775,6,262.64,0.8132
35245775,7,219.69,0.7682
35245775,8,258.86,0.8248
37929130,1,157.82,0.3027
37929130,2,259.4,0.2485
37929130,3,49.88,0.2538
37929130,4,335.08,0.2666
37929130,5,241.5,0.2298
37929130,6,246.78,0.2604
37929130,7,475.39,0.2637
37929130,8,581.45,0.2838
99822506,1,179.0,0.2507
99822506,2,183.04,0.2478
99822506,3,80.67,0.2184
99822506,4,140.41,0.3426
99822506,5,145.81,0.3015
99822506,6,725.91,0.3534
99822506,7,95.68,0.2517
99822506,8,157.41,0.2656
79966434,1,285.25,0.7593
79966434,2,51.55,0.6142
79966434,3,111.2,0.6903
79966434,4,316.06,0.8095
79966434,5,111.08,0.6387
79966434,6,220.41,0.6663
79966434,7,137.18,0.649
79966434,8,27.35,0.631
38837550,1,471.91,0.7503
38837550,2,91.37,0.6272
38837550,3,53.05,0.5688
38837550,4,312.18,0.6959
38837550,5,376.2,0.644
38837550,6,176.42,0.6329
38837550,7,384.44,0.7405
38837550,8,313.55,0.7562
97464377,1,420.42,0.7959
97464377,2,87.43,0.8627
97464377,3,66.38,0.8544
97464377,4,188.54,0.8707
97464377,5,169.83,0.8293
97464377,6,245.79,0.798
97464377,7,111.54,0.8443
97464377,8,173.19,0.8141
54937628,1,633.46,0.6891
54937628,2,165.33,0.5119
54937628,3,218.59,0.6252
54937628,4,386.94,0.6477
54937628,5,418.23,0.6726
54937628,6,463.2,0.6899
54937628,7,623.42,0.6844
54937628,8,94.84,0.5724
55066706,1,1295.63,0.565
55066706,2,1653.77,0.5541
55066706,3,541.84,0.3954
55066706,4,570.5,0.4254
55066706,5,535.79,0.4391
55066706,6,634.53,0.4409
55066706,7,857.5,0.3585
55066706,8,528.34,0.4935
49032895,1,1894.68,0.8905
49032895,2,1314.01,0.8366
49032895,3,1660.96,0.8391
49032895,4,708.04,0.7947
49032895,5,571.42,0.8253
49032895,6,1186.11,0.8085
49032895,7,814.59,0.8332
49032895,8,1955.34,0.7946
22950775,1,151.25,0.6129
22950775,2,116.09,0.7146
22950775,3,232.99,0.7205
22950775,4,128.92,0.7321
22950775,5,17.83,0.5776
22950775,6,141.17,0.6333
22950775,7,182.06,0.663
22950775,8,88.6,0.6242
94093522,1,108.57,0.8939
94093522,2,93.65,0.9122
94093522,3,236.89,0.9167
94093522,4,74.38,0.8199
94093522,5,154.51,0.9454
94093522,6,352.84,0.8651
94093522,7,204.16,0.9023
94093522,8,63.66,0.918
11254265,1,197.19,0.846
11254265,2,440.13,0.8215
11254265,3,68.96,0.854
11254265,4,55.41,0.8253
11254265,5,452.41,0.8635
11254265,6,411.85,0.8628
11254265,7,1002.09,0.8259
11254265,8,270.94,0.8252
25685067,1,521.0,0.8158
25685067,2,384.04,0.7839
25685067,3,797.36,0.809
25685067,4,771.51,0.809
25685067,5,683.44,0.7792
25685067,6,343.69,
25685067,7,181.58,0.6968
25685067,8,242.96,0.6852
30669042,1,720.17,0.7929
30669042,2,393.14,0.8032
30669042,3,431.68,0.8314
30669042,4,244.62,0.6736
30669042,5,706.69,0.8156
30669042,6,133.06,0.6971
30669042,7,928.66,0.8215
30669042,8,1905.07,0.8803
35136775,1,117.45,0.7735
35136775,2,237.82,0.7283
35136775,3,1628.23,0.845
35136775,4,188.12,0.8128
35136775,5,843.64,0.8618
35136775,6,118.83,0.768
35136775,7,76.37,0.7908
35136775,8,89.62,0.7273
21863999,1,320.97,0.6869
21863999,2,645.16,0.7907
21863999,3,365.46,0.6641
21863999,4,725.37,0.7504
21863999,5,743.59,0.8266
21863999,6,335.4,0.7214
21863999,7,32.4,0.5666
21863999,8,492.01,0.7625
11616527,1,71.14,0.5624
11616527,2,112.62,0.6104
11616527,3,179.53,0.7449
11616527,4,63.26,0.6743
11616527,5,74.77,0.6619
11616527,6,40.85,0.6595
11616527,7,29.63,0.5582
11616527,8,79.54,0.6532
70989279,1,198.98,0.9138
70989279,2,336.9,0.8713
70989279,3,345.02,0.8935
70989279,4,441.34,0.875
70989279,5,489.7,0.779
70989279,6,95.01,0.8451
70989279,7,266.91,
70989279,8,307.48,0.8774
97237891,1,83.67,0.5424
97237891,2,108.34,0.5339
97237891,3,105.66,0.5468
97237891,4,65.66,0.6186
97237891,5,97.67,0.5211
97237891,6,54.42,0.5043
97237891,7,28.0,0.5626
97237891,8,121.27,0.624
20964925,1,398.47,0.794
20964925,2,199.91,0.7711
20964925,3,170.12,0.7477
20964925,4,425.46,0.7974
20964925,5,2943.75,0.8009
20964925,6,370.2,0.7283
20964925,7,312.09,0.7736
20964925,8,695.43,0.8015
36688168,1,154.97,0.7119
36688168,2,134.16,
36688168,3,215.06,0.7977
36688168,4,175.99,0.756
36688168,5,66.98,0.7513
36688168,6,130.4,0.7731
36688168,7,482.31,0.8101
36688168,8,105.4,0.7467
55569693,1,263.76,0.6739
55569693,2,467.04,0.765
55569693,3,258.54,0.6305
55569693,4,435.62,0.7086
55569693,5,372.21,0.7182
55569693,6,94.85,0.6202
55569693,7,452.4,0.7532
55569693,8,349.47,0.6403
93475211,1,929.58,0.7951
93475211,2,426.46,0.7611
93475211,3,1107.02,0.8293
93475211,4,1217.01,0.7996
93475211,5,361.39,0.6497
93475211,6,397.12,0.7782
93475211,7,2711.17,0.8795
93475211,8,469.93,0.7486
72483618,1,130.3,0.7291
72483618,2,914.56,0.8559
72483618,3,221.16,0.7766
72483618,4,432.6,0.7996
72483618,5,378.34,0.82
72483618,6,1287.82,0.8876
72483618,7,350.34,0.839
72483618,8,251.84,0.7338
78956930,1,599.58,0.8362
78956930,2,279.68,0.7373
78956930,3,286.8,0.835
78956930,4,133.56,0.7563
78956930,5,231.56,0.7481
78956930,6,349.98,0.8056
78956930,7,394.67,0.7594
78956930,8,102.19,0.7713
62300494,1,519.0,0.8771
62300494,2,573.03,0.8194
62300494,3,227.48,0.8028
62300494,4,257.22,0.7672
62300494,5,360.85,0.7976
62300494,6,170.76,0.6896
62300494,7,238.91,0.76
62300494,8,212.53,0.7745
47533220,1,272.68,0.7341
47533220,2,246.84,0.6481
47533220,3,406.6,0.7159
47533220,4,118.78,0.6073
47533220,5,337.7,0.7103
47533220,6,70.23,0.6024
47533220,7,600.64,0.7573
47533220,8,252.26,0.7309
27979808,1,918.79,0.7564
27979808,2,1459.3,0.879
27979808,3,2342.28,0.87
27979808,4,150.31,0.6765
27979808,5,395.41,0.7636
27979808,6,951.11,0.8232
27979808,7,404.42,0.7616
27979808,8,400.34,0.7388
87788293,1,1316.57,0.9049
87788293,2,520.39,0.7645
87788293,3,527.21,0.809
87788293,4,533.58,0.8079
87788293,5,572.75,0.797
87788293,6,252.51,0.8138
87788293,7,309.1,0.7881
87788293,8,1079.62,0.8906
82371206,1,575.5,0.523
82371206,2,1153.88,0.5655
82371206,3,143.19,0.4001
82371206,4,743.24,0.478
82371206,5,1354.85,0.5384
82371206,6,499.59,0.5118
82371206,7,419.69,0.4635
82371206,8,847.94,0.4527
12259119,1,324.53,0.7904
12259119,2,491.37,0.7774
12259119,3,63.11,0.7383
12259119,4,332.36,0.7793
12259119,5,245.6,0.782
12259119,6,111.54,0.6875
12259119,7,214.17,0.7787
12259119,8,88.73,0.707
74386640,1,257.19,0.4054
74386640,2,137.46,0.4388
74386640,3,138.05,0.3737
74386640,4,69.66,0.338
74386640,5,274.13,0.4072
74386640,6,289.41,0.416
74386640,7,761.41,0.4225
74386640,8,68.41,0.3252
17594929,1,70.58,0.5668
17594929,2,300.16,0.7095
17594929,3,184.54,0.6919
17594929,4,105.47,0.5029
17594929,5,263.66,0.5502
17594929,6,81.4,0.5717
17594929,7,124.4,0.564
17594929,8,61.72,0.5511
76508559,1,571.64,0.801
76508559,2,250.79,0.7969
76508559,3,728.18,0.8514
76508559,4,335.36,0.7184
76508559,5,741.4,0.791
76508559,6,883.08,0.7976
76508559,7,296.9,0.8291
76508559,8,2612.41,0.8697
84335845,1,341.51,0.5223
84335845,2,130.4,0.4298
84335845,3,832.6,
84335845,4,349.14,0.595
84335845,5,98.65,0.4965
84335845,6,867.13,0.6792
84335845,7,187.37,0.462
84335845,8,663.37,0.6519
21795197,1,30.11,0.5855
21795197,2,50.41,0.6567
21795197,3,39.59,0.671
21795197,4,57.8,0.6826
21795197,5,43.54,0.74
21795197,6,38.05,0.5872
21795197,7,28.18,0.6138
21795197,8,17.96,0.6363
49045227,1,53.9,0.4625
49045227,2,37.87,0.541
49045227,3,216.93,0.534
49045227,4,44.0,0.4773
49045227,5,27.56,0.4635
49045227,6,82.9,0.4923
49045227,7,209.35,0.5787
49045227,8,25.16,0.4845
21137842,1,205.88,0.5845
21137842,2,51.2,0.5657
21137842,3,190.79,0.6902
21137842,4,300.25,0.6934
21137842,5,115.98,0.6325
21137842,6,58.17,0.4956
21137842,7,162.57,0.5791
21137842,8,117.31,0.6134
61055398,1,547.01,0.8793
61055398,2,337.53,0.832
61055398,3,318.92,0.8235
61055398,4,261.71,0.9195
61055398,5,334.73,0.8566
61055398,6,187.98,0.8718
61055398,7,487.4,0.8699
61055398,8,341.92,0.8795
93480628,1,851.5,0.8499
93480628,2,1267.06,0.8631
93480628,3,444.22,0.7969
93480628,4,228.4,0.7688
93480628,5,378.83,0.7604
93480628,6,616.68,0.8167
93480628,7,566.57,0.8083
93480628,8,681.45,0.8192
17278259,1,253.25,0.4992
17278259,2,109.7,0.5215
17278259,3,164.62,0.497
17278259,4,90.61,0.5192
17278259,5,251.38,0.5853
17278259,6,58.1,0.4798
17278259,7,223.04,0.5126
17278259,8,119.14,0.5338
45782037,1,1002.98,0.8731
45782037,2,232.95,0.7535
45782037,3,245.07,0.8061
45782037,4,118.67,0.7352
45782037,5,97.18,0.6798
45782037,6,341.18,0.7731
45782037,7,36.22,0.7643
45782037,8,103.25,0.7229
97580845,1,883.87,0.8178
97580845,2,436.21,0.7365
97580845,3,869.82,0.837
97580845,4,1182.08,0.8072
97580845,5,982.02,0.7353
97580845,6,1307.08,0.8279
97580845,7,3495.81,0.8333
97580845,8,525.16,0.8059
37085381,1,242.27,0.5177
37085381,2,80.52,0.4079
37085381,3,216.67,0.5678
37085381,4,192.3,0.5305
37085381,5,352.77,0.5384
37085381,6,107.56,0.4708
37085381,7,400.25,0.5592
37085381,8,297.04,0.5028
21899503,1,187.99,0.7666
21899503,2,433.87,0.7501
21899503,3,207.15,0.7708
21899503,4,83.27,0.7546
21899503,5,126.8,0.726
21899503,6,675.39,0.8683
21899503,7,295.0,0.7967
21899503,8,182.46,0.8228
53972563,1,292.18,0.7518
53972563,2,687.48,0.8257
53972563,3,187.87,0.8322
53972563,4,399.3,0.8374
53972563,5,633.79,0.7896
53972563,6,717.62,0.7943
53972563,7,358.96,0.7866
53972563,8,992.0,0.8145
55753531,1,2459.66,0.8977
55753531,2,115.57,0.7622
55753531,3,617.84,0.8131
55753531,4,526.29,0.8067
55753531,5,1793.08,0.8986
55753531,6,1777.3,0.9025
55753531,7,631.13,0.8187
55753531,8,1111.6,0.8902
69657778,1,473.28,0.522
69657778,2,820.02,0.5463
69657778,3,268.27,0.4442
69657778,4,479.63,0.5359
69657778,5,1271.6,0.5236
69657778,6,380.48,0.4662
69657778,7,940.36,0.534
69657778,8,424.27,0.4402
38236379,1,326.81,0.5503
38236379,2,306.62,0.6206
38236379,3,188.88,0.5037
38236379,4,819.14,0.6635
38236379,5,560.95,0.6297
38236379,6,354.72,0.5523
38236379,7,623.16,0.6694
38236379,8,734.37,0.6026
96006092,1,577.4,0.807
96006092,2,652.7,0.8609
96006092,3,1035.34,0.8554
96006092,4,1255.98,0.8706
96006092,5,502.08,0.7902
96006092,6,951.31,0.8464
96006092,7,298.0,0.8138
96006092,8,533.26,0.8651
56892046,1,65.65,0.3523
56892046,2,39.16,0.358
56892046,3,233.37,0.4167
56892046,4,44.13,0.3
56892046,5,24.12,0.3368
56892046,6,48.9,0.3509
56892046,7,16.86,0.3522
56892046,8,143.99,0.4541
35780160,1,29.08,0.8173
35780160,2,53.82,0.8036
35780160,3,146.13,0.8562
35780160,4,45.19,0.899
35780160,5,48.45,0.8593
35780160,6,30.05,0.7817
35780160,7,32.93,0.9112
35780160,8,73.88,0.8591
96425599,1,191.05,0.7444
96425599,2,38.15,0.7794
96425599,3,376.4,0.8819
96425599,4,78.8,0.7685
96425599,5,36.38,0.7968
96425599,6,117.39,0.8283
96425599,7,190.98,0.791
96425599,8,151.66,0.7706
93232757,1,273.16,0.8075
93232757,2,485.8,0.8218
93232757,3,636.64,0.7787
93232757,4,190.1,0.763
93232757,5,148.66,0.7443
93232757,6,297.75,0.8273
93232757,7,416.72,0.834
93232757,8,462.13,0.7925
54924829,1,433.61,0.7406
54924829,2,247.65,0.5832
54924829,3,88.36,0.5708
54924829,4,59.05,0.6361
54924829,5,397.83,0.6545
54924829,6,131.2,0.6263
54924829,7,130.86,0.5458
54924829,8,164.05,0.6129
12237354,1,885.37,0.867
12237354,2,408.0,0.8082
12237354,3,263.65,0.6781
12237354,4,263.63,0.7088
12237354,5,270.42,0.6992
12237354,6,302.19,0.759
12237354,7,1243.5,
12237354,8,176.57,0.6809
63724249,1,403.62,0.7895
63724249,2,734.78,0.8783
63724249,3,455.55,0.797
63724249,4,549.7,0.8244
63724249,5,394.27,0.7841
63724249,6,841.28,0.8637
63724249,7,904.06,0.8909
63724249,8,621.43,0.8275
59967823,1,787.86,0.8687
59967823,2,712.09,0.8202
59967823,3,703.04,0.7962
59967823,4,491.97,0.7673
59967823,5,816.8,0.833
59967823,6,711.51,0.775
59967823,7,470.68,0.704
59967823,8,1713.72,0.8523
23338758,1,654.94,0.8406
23338758,2,506.97,0.7938
23338758,3,291.56,0.8826
23338758,4,589.26,
23338758,5,1346.12,0.81
23338758,6,720.59,0.8211
23338758,7,257.91,0.8038
23338758,8,801.65,0.8053
67057759,1,163.58,0.7142
67057759,2,55.58,0.6148
67057759,3,155.3,0.608
67057759,4,152.84,0.6514
67057759,5,293.22,0.6747
67057759,6,372.52,0.7323
67057759,7,311.26,0.6528
67057759,8,252.49,0.6799
85671420,1,43.62,0.6216
85671420,2,126.6,0.7453
85671420,3,56.12,0.7443
85671420,4,133.57,0.774
85671420,5,153.93,0.6908
85671420,6,162.96,0.7534
85671420,7,84.75,0.6495
85671420,8,129.13,0.6907
19530766,1,478.35,0.8019
19530766,2,156.69,
19530766,3,1578.3,0.8371
19530766,4,562.01,0.75
19530766,5,399.63,0.7302
19530766,6,268.53,0.6786
19530766,7,871.66,0.7964
19530766,8,325.34,0.743
75099036,1,227.43,0.5975
75099036,2,241.01,0.6764
75099036,3,535.24,0.7573
75099036,4,361.98,0.6495
75099036,5,813.09,0.7503
75099036,6,505.15,0.6548
75099036,7,308.96,0.6988
75099036,8,280.9,0.6898
22630563,1,23.7,0.7557
22630563,2,105.82,0.7249
22630563,3,52.73,0.8091
22630563,4,21.33,0.7408
22630563,5,37.38,0.6836
22630563,6,25.36,0.8026
22630563,7,47.88,0.7489
22630563,8,36.69,0.7839
77394363,1,323.01,0.8426
77394363,2,1091.13,0.8996
77394363,3,268.12,0.7549
77394363,4,375.05,0.8084
77394363,5,146.91,0.7621
77394363,6,1070.84,0.8889
77394363,7,298.84,0.7596
77394363,8,563.55,0.8333
47720288,1,518.63,0.7221
47720288,2,168.04,0.5943
47720288,3,276.95,0.616
47720288,4,615.2,0.7305
47720288,5,870.5,0.745
47720288,6,326.55,0.6082
47720288,7,113.58,
47720288,8,284.53,0.6352
10585992,1,190.69,0.7248
10585992,2,1171.08,0.8922
10585992,3,293.75,0.7801
10585992,4,867.99,0.8819
10585992,5,165.2,0.7906
10585992,6,802.81,0.8488
10585992,7,197.45,0.7817
10585992,8,583.94,0.7927
96960871,1,1510.88,0.861
96960871,2,122.26,0.8035
96960871,3,626.59,0.8817
96960871,4,494.36,0.8569
96960871,5,447.44,0.8077
96960871,6,220.11,0.848
96960871,7,486.4,0.8556
96960871,8,131.87,0.8429
24937333,1,12.99,0.6292
24937333,2,46.03,0.6036
24937333,3,100.78,0.6875
24937333,4,83.12,0.6935
24937333,5,81.42,0.6247
24937333,6,68.66,0.5513
24937333,7,109.32,0.5239
24937333,8,40.12,0.6024
63643829,1,92.19,0.8299
63643829,2,253.43,0.7651
63643829,3,91.13,0.7092
63643829,4,195.53,0.7662
63643829,5,34.44,0.7466
63643829,6,164.48,0.8001
63643829,7,117.89,0.7425
63643829,8,449.68,0.8076
26332140,1,312.26,0.759
26332140,2,172.15,0.68
26332140,3,202.18,0.6825
26332140,4,999.57,0.8233
26332140,5,707.25,0.8403
26332140,6,435.55,0.7833
26332140,7,626.24,0.7941
26332140,8,722.15,0.853
76449297,1,75.39,0.7254
76449297,2,268.4,0.8355
76449297,3,99.19,0.6733
76449297,4,90.7,0.7902
76449297,5,134.66,0.7757
76449297,6,100.08,0.8025
76449297,7,175.77,
76449297,8,155.94,0.7969
82392481,1,194.41,0.7693
82392481,2,594.5,0.8654
82392481,3,465.78,0.791
82392481,4,209.74,0.7414
82392481,5,401.98,0.7937
82392481,6,171.2,0.6953
82392481,7,90.85,0.5847
82392481,8,326.22,0.8479
48887190,1,585.79,0.8413
48887190,2,427.02,0.7761
48887190,3,507.98,0.8205
48887190,4,982.6,0.8775
48887190,5,1702.57,0.8929
48887190,6,1132.67,0.8541
48887190,7,461.68,0.7647
48887190,8,1687.19,0.8953
52064343,1,47.91,0.5354
52064343,2,146.89,0.609
52064343,3,77.74,0.6435
52064343,4,26.84,0.5732
52064343,5,71.53,0.5881
52064343,6,63.13,0.5212
52064343,7,71.56,0.5634
52064343,8,62.65,0.6236
67087104,1,532.8,0.7969
67087104,2,664.44,0.8392
67087104,3,415.45,0.76
67087104,4,778.47,0.7973
67087104,5,178.32,0.6933
67087104,6,371.51,0.6886
67087104,7,588.06,0.8172
67087104,8,147.25,0.7077
80628709,1,22.18,0.918
80628709,2,23.25,0.8716
80628709,3,47.25,0.7987
80628709,4,30.16,0.8661
80628709,5,96.55,0.8131
80628709,6,22.45,0.8224
80628709,7,14.69,0.8953
80628709,8,29.28,0.8436
86228158,1,107.86,0.3785
86228158,2,68.38,0.3819
86228158,3,123.15,0.3703
86228158,4,172.04,
86228158,5,108.32,0.3776
86228158,6,632.72,0.5487
86228158,7,78.4,0.3419
86228158,8,78.12,0.427
11605310,1,201.04,0.8817
11605310,2,170.87,0.8397
11605310,3,241.29,0.7859
11605310,4,342.47,0.7719
11605310,5,411.02,0.7816
11605310,6,126.1,0.7431
11605310,7,94.34,0.7773
11605310,8,35.42,0.7888
69720522,1,262.11,0.7874
69720522,2,99.02,0.711
69720522,3,134.66,0.7856
69720522,4,91.91,0.6896
69720522,5,75.31,0.6461
69720522,6,191.48,0.7484
69720522,7,361.06,0.8171
69720522,8,745.0,0.8488
19822959,1,83.03,0.7542
19822959,2,208.81,0.7919
19822959,3,92.2,0.7454
19822959,4,220.91,0.7719
19822959,5,124.0,0.7729
19822959,6,732.95,
19822959,7,308.79,0.6821
19822959,8,298.56,0.7239
35913857,1,65.85,0.5284
35913857,2,266.7,0.5384
35913857,3,122.39,0.5391
35913857,4,432.07,0.6677
35913857,5,71.93,0.5054
35913857,6,425.12,0.6672
